Gene1,Gene2
CRTC2,DYRK1B
CRTC2,E2F1
CRTC2,E2F2
CRTC2,EEF2
CRTC2,EFEMP2
CRTC2,EIF6
CRTC2,ELP6
CRTC2,EMP2
CRTC2,ENO1
CRTC2,ENTPD2
CRTC2,EPS8L3
CRTC2,ERH
CRTC2,EXTL3-AS1
CRTC2,EZR
CRTC2,F12
CRTC2,FADS3
CRTC2,FAM161B
CRTC2,FAM218A
CRTC2,FAM83E
CRTC2,FAM86B1
CRTC2,FAM86B2
CRTC2,FASN
CRTC2,FASTK
CRTC2,FAU
CRTC2,FBXL14
CRTC2,FBXO41
CRTC2,FBXW5
CRTC2,FCGBP
CRTC2,FCHSD1
CRTC2,FGFBP3
CRTC2,FGFR1
CRTC2,FIS1
CRTC2,FIZ1
CRTC2,FKBP5
CRTC2,FKBP8
CRTC2,FLNA
CRTC2,FNDC5
CRTC2,FOXD1
CRTC2,FRMD3
CRTC2,FSTL4
CRTC2,FUCA1
CRTC2,FZD5
CRTC2,G6PD
CRTC2,GABARAP
CRTC2,GADD45GIP1
CRTC2,GAL3ST1
CRTC2,GALK1
CRTC2,GALNT18
CRTC2,GALNT3
CRTC2,GAMT
CRTC2,GATA2
CRTC2,GATA6-AS1
CRTC2,GBGT1
CRTC2,GBX2
CRTC2,GCLC
CRTC2,GDF9
CRTC2,GPX2
CRTC2,GRIN2C
CRTC2,GSG1
CRTC2,GSK3A
CRTC2,GSR
CRTC2,GSTM3
CRTC2,GTPBP6
CRTC2,GUCD1
CRTC2,HAMP
CRTC2,HAUS7
CRTC2,HDHD3
CRTC2,HES4
CRTC2,HES7
CRTC2,HIF1A-AS1
CRTC2,HJURP
CRTC2,HM13-AS1
CRTC2,HMGCLL1
CRTC2,HMGCS1
CRTC2,HNRNPH1
CRTC2,HNRNPL
CRTC2,HOTAIR
CRTC2,HOXA5
CRTC2,HOXB13
CRTC2,HPCA
CRTC2,HSD17B14
CRTC2,HSPA13
CRTC2,HTR1D
CRTC2,HYOU1
CRTC2,IFI27L2
CRTC2,IGDCC4
CRTC2,IGFBP3
CRTC2,IGSF11
CRTC2,IGSF8
CRTC2,IL7
CRTC2,IMPDH1
CRTC2,INPP4B
CRTC2,IQUB
CRTC2,IRF7
CRTC2,ITGA7
CRTC2,JAG2
CRTC2,JUN
CRTC2,KAZN
CRTC2,KCNG4
CRTC2,KCNH2
CRTC2,KCTD14
CRTC2,KIAA0930
CRTC2,KIAA1755
CRTC2,KIFC3
CRTC2,KIRREL3
CRTC2,KLF9
CRTC2,KRT19
CRTC2,KRT72
CRTC2,KRT8
CRTC2,KTI12
CRTC2,LAD1
CRTC2,LAGE3
CRTC2,LAMA5
CRTC2,LAMB2
CRTC2,LAPTM4A
CRTC2,LDHD
CRTC2,LENG9
CRTC2,LGALS3BP
CRTC2,LGI3
CRTC2,LHX6
CRTC2,LIMD2
CRTC2,LINC00111
CRTC2,LINC00543
CRTC2,LINC00574
CRTC2,LIPE
CRTC2,LMF2
CRTC2,LMTK3
CRTC2,LNX1-AS2
CRTC2,LOX
CRTC2,LOXL1-AS1
CRTC2,LOXL3
CRTC2,LOXL4
CRTC2,LRFN1
CRTC2,LRPAP1
CRTC2,LRRC24
CRTC2,LRRC59
CRTC2,LRRC71
CRTC2,LSM10
CRTC2,LSM7
CRTC2,LSS
CRTC2,LTB
CRTC2,LTBP3
CRTC2,LYNX1
CRTC2,LYST
CRTC2,MAML2
CRTC2,MAN2C1
CRTC2,MAP2K4P1
CRTC2,MATN1-AS1
CRTC2,MCIDAS
CRTC2,MCL1
CRTC2,MCOLN3
CRTC2,MCRS1
CRTC2,MEA1
CRTC2,MED20
CRTC2,MGAT1
CRTC2,MGAT4B
CRTC2,MICAL1
CRTC2,MKRN9P
CRTC2,MLF2
CRTC2,MOCS1
CRTC2,MROH5
CRTC2,MROH6
CRTC2,MRPL16
CRTC2,MRPL28
CRTC2,MRPL43
CRTC2,MRPS15
CRTC2,MSMP
CRTC2,MSRB1
CRTC2,MST1L
CRTC2,MST1R
CRTC2,MTMR11
CRTC2,MUC1
CRTC2,MUL1
CRTC2,MXRA8
CRTC2,MZF1
CRTC2,NBEAP1
CRTC2,NCL
CRTC2,NCOR2
CRTC2,NDUFA2
CRTC2,NDUFA4L2
CRTC2,NHLRC1
CRTC2,NKX3-1
CRTC2,NME9
CRTC2,NOD2
CRTC2,NOL6
CRTC2,NOP10
CRTC2,NOTCH3
CRTC2,NOTUM
CRTC2,NPDC1
CRTC2,NPTX1
CRTC2,NR1D1
CRTC2,NR2C2AP
CRTC2,NR2F6
CRTC2,NRARP
CRTC2,NRN1
CRTC2,NSUN6
CRTC2,NT5C
CRTC2,NTF4
CRTC2,NTN5
CRTC2,NTRK3
CRTC2,NTSR2
CRTC2,NUDT8
CRTC2,OGDHL
CRTC2,OPLAH
CRTC2,OSBPL7
CRTC2,OSCAR
CRTC2,OSR1
CRTC2,OXLD1
CRTC2,P4HB
CRTC2,PALM3
CRTC2,PARD6G
CRTC2,PARP10
CRTC2,PARP12
CRTC2,PARS2
CRTC2,PCBP4
CRTC2,PCDH1
CRTC2,PCDH9
CRTC2,PCDHGA7
CRTC2,PCGF1
CRTC2,PCYT2
CRTC2,PDIA6
CRTC2,PDZD4
CRTC2,PGM5P2
CRTC2,PIGH
CRTC2,PIK3IP1
CRTC2,PKMYT1
CRTC2,PLAG1
CRTC2,PLCD1
CRTC2,PLD6
CRTC2,PLEC
CRTC2,PLXNB1
CRTC2,PLXNB2
CRTC2,PLXND1
CRTC2,POFUT2
CRTC2,POLD2
CRTC2,POLM
CRTC2,POLR2J
CRTC2,POLR2L
CRTC2,POLRMT
CRTC2,POMGNT1
CRTC2,PPP1CA
CRTC2,PPP1R9B
CRTC2,PRDM13
CRTC2,PRDX1
CRTC2,PRR7-AS1
CRTC2,PRSS27
CRTC2,PSG8
CRTC2,PSMB8
CRTC2,PSMC3IP
CRTC2,PSMG4
CRTC2,PTGES
CRTC2,PTGES2
CRTC2,PTHLH
CRTC2,PTK6
CRTC2,PTRH1
CRTC2,PYCARD
CRTC2,PYCR1
CRTC2,R3HDM4
CRTC2,RAB11B-AS1
CRTC2,RAB34
CRTC2,RAB3D
CRTC2,RABAC1
CRTC2,RABGGTA
CRTC2,RAP1GAP
CRTC2,RASGRP1
CRTC2,RBFOX3
CRTC2,RECQL4
CRTC2,REEP4
CRTC2,RGL2
CRTC2,RGS19
CRTC2,RGS9BP
CRTC2,RHOC
CRTC2,RIMS4
CRTC2,RIN1
CRTC2,RLN2
CRTC2,RNASEH2C
CRTC2,RNF208
CRTC2,ROBO1
CRTC2,ROBO3
CRTC2,ROPN1
CRTC2,RPL22
CRTC2,RPP25L
CRTC2,RPUSD1
CRTC2,RRBP1
CRTC2,RRP9
CRTC2,RTN2
CRTC2,RUNX3
CRTC2,S100A10
CRTC2,S100A2
CRTC2,S100A3
CRTC2,S100A4
CRTC2,S100A6
CRTC2,SALL2
CRTC2,SAYSD1
CRTC2,SCN3B
CRTC2,SCO2
CRTC2,SDC1
CRTC2,SDC3
CRTC2,SDC4
CRTC2,SDK2
CRTC2,SEC61G
CRTC2,SEMA4C
CRTC2,SEMA5B
CRTC2,SERF1A
CRTC2,SERTAD1
CRTC2,SERTAD3
CRTC2,SF3B4
CRTC2,SF3B5
CRTC2,SFRP5
CRTC2,SH3GLB2
CRTC2,SHE
CRTC2,SHF
CRTC2,SHOX2
CRTC2,SIGMAR1
CRTC2,SIRT3
CRTC2,SKIDA1
CRTC2,SLC10A3
CRTC2,SLC12A7
CRTC2,SLC19A1
CRTC2,SLC1A5
CRTC2,SLC22A17
CRTC2,SLC25A5-AS1
CRTC2,SLC25A6
CRTC2,SLC26A6
CRTC2,SLC2A6
CRTC2,SLC35A2
CRTC2,SLC39A1
CRTC2,SLC39A4
CRTC2,SLC45A4
CRTC2,SLC7A11
CRTC2,SLC7A5
CRTC2,SLIT3
CRTC2,SNAI3
CRTC2,SOX17
CRTC2,SP6
CRTC2,SP7
CRTC2,SPATA24
CRTC2,SPATA41
CRTC2,SPEF1
CRTC2,SPRY2
CRTC2,SPSB2
CRTC2,SRI
CRTC2,SRSF2
CRTC2,ST3GAL1
CRTC2,ST6GALNAC4
CRTC2,STAU2-AS1
CRTC2,STC2
CRTC2,STK25
CRTC2,STRA6
CRTC2,SYN1
CRTC2,SYVN1
CRTC2,TAC4
CRTC2,TAF10
CRTC2,TAF6
CRTC2,TBR1
CRTC2,TBRG4
CRTC2,TBX6
CRTC2,TCHH
CRTC2,TERC
CRTC2,TFEB
CRTC2,TFPI2
CRTC2,TFPT
CRTC2,THBD
CRTC2,TIMM13
CRTC2,TIMP2
CRTC2,TINF2
CRTC2,TJP3
CRTC2,TLE3
CRTC2,TM4SF1
CRTC2,TMC6
CRTC2,TMEM120A
CRTC2,TMEM129
CRTC2,TMEM160
CRTC2,TMEM17
CRTC2,TMEM221
CRTC2,TMEM259
CRTC2,TMEM54
CRTC2,TMPO-AS1
CRTC2,TNFRSF1A
CRTC2,TNK2
CRTC2,TNKS1BP1
CRTC2,TNS4
CRTC2,TOMM20L
CRTC2,TOP2A
CRTC2,TP53I3
CRTC2,TPM2
CRTC2,TRABD2A
CRTC2,TRIM47
CRTC2,TRIM68
CRTC2,TSPAN6
CRTC2,TSPYL5
CRTC2,TSR3
CRTC2,TUBA1B
CRTC2,TUBB2A
CRTC2,TUBB4A
CRTC2,TUSC1
CRTC2,TUSC2
CRTC2,TYK2
CRTC2,U2AF1L4
CRTC2,UBC
CRTC2,UBXN1
CRTC2,USF1
CRTC2,VSIG10L
CRTC2,VTI1B
CRTC2,VWA7
CRTC2,WIF1
CRTC2,WNT10B
CRTC2,WNT4
CRTC2,WNT7B
CRTC2,WT1
CRTC2,XBP1
CRTC2,YIPF3
CRTC2,ZBTB3
CRTC2,ZDHHC11B
CRTC2,ZMAT1
CRTC2,ZMYND19
CRTC2,ZNF219
CRTC2,ZNF232
CRTC2,ZNF296
CRTC2,ZNF385A
CRTC2,ZNF414
CRTC2,ZNF436
CRTC2,ZNF467
CRTC2,ZNF513
CRTC2,ZNF518B
CRTC2,ZNF552
CRTC2,ZNF558
CRTC2,ZNF579
CRTC2,ZNF599
CRTC2,ZNF671
CRTC2,ZNF688
CRTC2,ZNF768
CRTC2,ZNF792
CRTC2,ZNF799
CRTC2,ZNF836
CRTC2,ZNF837
CRTC2,ZNHIT2
CRTC2,ZSCAN18
CRTC2,ZWINT
CTCF,AAMP
CTCF,ABCA2
CTCF,ABCC9
CTCF,ABCG4
CTCF,ABHD11
CTCF,ACHE
CTCF,ACSS1
CTCF,ACTB
CTCF,ACTG1
CTCF,ACY3
CTCF,ADAP1
CTCF,ADRA2A
CTCF,AGA
CTCF,AGR2
CTCF,AHCY
CTCF,AHNAK
CTCF,AJUBA
CTCF,AKR1B1
CTCF,AKR7L
CTCF,ALDH3A1
CTCF,ALOX15
CTCF,AMBP
CTCF,ANKRD20A8P
CTCF,ANO9
CTCF,AP1G2
CTCF,AP4B1
CTCF,APBB1
CTCF,APBB3
CTCF,APLN
CTCF,AQP2
CTCF,AQP3
CTCF,ARHGAP31-AS1
CTCF,ARHGAP4
CTCF,ARHGDIA
CTCF,ARSA
CTCF,ARVCF
CTCF,ARX
CTCF,ASB6
CTCF,ASIC4
CTCF,ASPM
CTCF,ATP13A1
CTCF,ATP6V1G2
CTCF,AUP1
CTCF,AURKAIP1
CTCF,AVIL
CTCF,B3GALT2
CTCF,B4GALNT1
CTCF,B9D2
CTCF,BAAT
CTCF,BAIAP2L2
CTCF,BATF
CTCF,BCAP31
CTCF,BEST4
CTCF,BMF
CTCF,BMS1P1
CTCF,BMS1P17
CTCF,BOLL
CTCF,BRAT1
CTCF,C11orf16
CTCF,C12orf71
CTCF,C16orf89
CTCF,C19orf73
CTCF,C1QBP
CTCF,C1QL4
CTCF,C1QTNF1-AS1
CTCF,C1R
CTCF,C1orf216
CTCF,C20orf96
CTCF,C2CD4B
CTCF,C3
CTCF,C3orf18
CTCF,C7orf25
CTCF,CA12
CTCF,CACNB1
CTCF,CAPN8
CTCF,CARD9
CTCF,CASP9
CTCF,CCDC102A
CTCF,CCDC74B
CTCF,CCR10
CTCF,CCT3
CTCF,CD200R1
CTCF,CD2BP2
CTCF,CDC20B
CTCF,CDH15
CTCF,CDK20
CTCF,CDK2AP1
CTCF,CDKN1C
CTCF,CDKN2D
CTCF,CDX2
CTCF,CFL1
CTCF,CHPF
CTCF,CIB1
CTCF,CIB2
CTCF,CIDEB
CTCF,CITED2
CTCF,CITED4
CTCF,CKB
CTCF,CLPTM1L
CTCF,CLU
CTCF,CLUH
CTCF,CNFN
CTCF,COL11A1
CTCF,COL17A1
CTCF,COL1A1
CTCF,COL5A2
CTCF,COLCA1
CTCF,CORO6
CTCF,CPS1
CTCF,CRABP2
CTCF,CRH
CTCF,CRIP3
CTCF,CRLF1
CTCF,CSRNP1
CTCF,CSRP1
CTCF,CST2
CTCF,CSTL1
CTCF,CTRL
CTCF,CTSB
CTCF,CTSD
CTCF,CUTA
CTCF,CYP24A1
CTCF,CYP26B1
CTCF,CYP26C1
CTCF,DAD1
CTCF,DBIL5P2
CTCF,DBNDD1
CTCF,DCTPP1
CTCF,DDT
CTCF,DEDD2
CTCF,DENND2D
CTCF,DERL3
CTCF,DGAT1
CTCF,DHCR7
CTCF,DHRS1
CTCF,DHRS13
CTCF,DHRS2
CTCF,DHX58
CTCF,DIO3OS
CTCF,DLX1
CTCF,DLX6-AS1
CTCF,DMKN
CTCF,DMPK
CTCF,DNAAF3
CTCF,DNAJC5G
CTCF,DND1
CTCF,DNLZ
CTCF,DOC2B
CTCF,DOCK4
CTCF,DPAGT1
CTCF,DPP7
CTCF,DUS1L
CTCF,DUSP7
CTCF,DVL1
CTCF,E2F1
CTCF,E2F2
CTCF,EEF2
CTCF,EFCAB6-AS1
CTCF,EFEMP1
CTCF,ELP6
CTCF,EMILIN3
CTCF,EMP2
CTCF,ENO1
CTCF,EOMES
CTCF,EPB41L4A
CTCF,EPGN
CTCF,EPHB6
CTCF,EXTL3-AS1
CTCF,EZR
CTCF,F10
CTCF,F12
CTCF,FADS3
CTCF,FAM161B
CTCF,FAM171A2
CTCF,FAM186B
CTCF,FAM222A-AS1
CTCF,FAM86B2
CTCF,FASN
CTCF,FASTK
CTCF,FBXL14
CTCF,FBXO2
CTCF,FBXW5
CTCF,FCGBP
CTCF,FCHSD1
CTCF,FDXACB1
CTCF,FGF12-AS1
CTCF,FGFBP3
CTCF,FGFR1
CTCF,FIBP
CTCF,FIS1
CTCF,FKBP5
CTCF,FKBP8
CTCF,FLNA
CTCF,FLNB-AS1
CTCF,FLT4
CTCF,FNDC5
CTCF,FOXD1
CTCF,FOXD2-AS1
CTCF,FOXN3-AS1
CTCF,FRMD3
CTCF,FSTL4
CTCF,FUCA1
CTCF,FZD5
CTCF,GABARAP
CTCF,GAL3ST1
CTCF,GALK1
CTCF,GALNT18
CTCF,GAMT
CTCF,GATA2
CTCF,GATA6-AS1
CTCF,GBGT1
CTCF,GBX2
CTCF,GCLC
CTCF,GDF9
CTCF,GGTLC3
CTCF,GPX2
CTCF,GRIN2C
CTCF,GSDMB
CTCF,GSG1
CTCF,GSK3A
CTCF,GSR
CTCF,GSTA2
CTCF,GTPBP6
CTCF,GUCA1B
CTCF,GUCY2EP
CTCF,H19
CTCF,HAS2
CTCF,HAUS7
CTCF,HCRTR1
CTCF,HES5
CTCF,HES7
CTCF,HEY1
CTCF,HEY2
CTCF,HINT2
CTCF,HJURP
CTCF,HLA-B
CTCF,HLA-DMA
CTCF,HM13-AS1
CTCF,HMGCLL1
CTCF,HMGCS1
CTCF,HNRNPA0
CTCF,HNRNPH1
CTCF,HNRNPL
CTCF,HOXA5
CTCF,HOXB5
CTCF,HOXB8
CTCF,HPCA
CTCF,HPX
CTCF,HR
CTCF,HSD17B14
CTCF,HSPA13
CTCF,HSPA6
CTCF,HTR1D
CTCF,HYAL3
CTCF,HYOU1
CTCF,ICAM3
CTCF,IFI27L2
CTCF,IGDCC4
CTCF,IGFBP3
CTCF,IGSF11
CTCF,IGSF8
CTCF,IL13
CTCF,IL21R-AS1
CTCF,IL7
CTCF,IMPDH1
CTCF,INPP4B
CTCF,INPP5E
CTCF,INSL6
CTCF,INTS5
CTCF,IQUB
CTCF,IRF2BP1
CTCF,IRF7
CTCF,IRX2
CTCF,ITGA7
CTCF,JAG2
CTCF,JTB
CTCF,JUN
CTCF,JUND
CTCF,KAZN
CTCF,KCND1
CTCF,KCNH2
CTCF,KCNJ11
CTCF,KCNJ8
CTCF,KCTD14
CTCF,KEL
CTCF,KIAA0930
CTCF,KIFC3
CTCF,KIRREL3
CTCF,KLF9
CTCF,KLHL35
CTCF,KRT16
CTCF,KRT20
CTCF,KRT8
CTCF,KRT81
CTCF,KRTAP5-10
CTCF,KRTDAP
CTCF,LAMA5
CTCF,LAMB2
CTCF,LAPTM4A
CTCF,LCAT
CTCF,LDHB
CTCF,LEFTY1
CTCF,LENG9
CTCF,LGALS3BP
CTCF,LGI3
CTCF,LHX6
CTCF,LIMD2
CTCF,LINC00543
CTCF,LINC00574
CTCF,LIPE
CTCF,LMF2
CTCF,LONP1
CTCF,LOX
CTCF,LOXL1-AS1
CTCF,LRFN1
CTCF,LRRC59
CTCF,LRRC71
CTCF,LSS
CTCF,LTB
CTCF,LTBP3
CTCF,LUM
CTCF,LY6D
CTCF,LYST
CTCF,MAD2L2
CTCF,MAML2
CTCF,MAN2C1
CTCF,MAP4K2
CTCF,MARCKSL1
CTCF,MAT1A
CTCF,MATN1-AS1
CTCF,MBOAT4
CTCF,MCIDAS
CTCF,MCL1
CTCF,MEF2B
CTCF,MFGE8
CTCF,MGAT1
CTCF,MGAT4B
CTCF,MICAL1
CTCF,MIR22HG
CTCF,MIR24-2
CTCF,MIR548O
CTCF,MLF2
CTCF,MOAP1
CTCF,MROH5
CTCF,MROH6
CTCF,MRPL16
CTCF,MS4A8
CTCF,MSMP
CTCF,MSRB1
CTCF,MST1R
CTCF,MTMR11
CTCF,MUC1
CTCF,MYO1G
CTCF,MZF1
CTCF,NAMPT
CTCF,NAPSA
CTCF,NAT9
CTCF,NBPF20
CTCF,NCOR2
CTCF,NDST2
CTCF,NDUFA4L2
CTCF,NDUFC2
CTCF,NEFL
CTCF,NHLRC1
CTCF,NIPSNAP3B
CTCF,NKPD1
CTCF,NKX3-1
CTCF,NKX6-1
CTCF,NME9
CTCF,NOP10
CTCF,NOTUM
CTCF,NPDC1
CTCF,NPTX1
CTCF,NPY1R
CTCF,NRARP
CTCF,NRN1
CTCF,NSMF
CTCF,NSUN5P2
CTCF,NSUN6
CTCF,NT5C
CTCF,NT5DC2
CTCF,NTN5
CTCF,NTRK3
CTCF,NUDT18
CTCF,NUDT8
CTCF,ORMDL3
CTCF,OSBPL7
CTCF,OSCAR
CTCF,OSR1
CTCF,OTOR
CTCF,P2RY1
CTCF,P4HB
CTCF,PALM3
CTCF,PAN2
CTCF,PAQR9
CTCF,PARP10
CTCF,PARP12
CTCF,PARS2
CTCF,PCDH1
CTCF,PCDH12
CTCF,PCDHA1
CTCF,PCDHA3
CTCF,PCDHB16
CTCF,PCDHGA7
CTCF,PCGF1
CTCF,PCYT2
CTCF,PDE6G
CTCF,PDIA4
CTCF,PDIA6
CTCF,PDK4
CTCF,PDZD11
CTCF,PDZD4
CTCF,PDZD9
CTCF,PDZK1IP1
CTCF,PEG3
CTCF,PEX19
CTCF,PGLYRP2
CTCF,PHKG1
CTCF,PHOSPHO1
CTCF,PIGH
CTCF,PIK3IP1
CTCF,PIN4P1
CTCF,PKMYT1
CTCF,PLCB2
CTCF,PLCD1
CTCF,PLCXD3
CTCF,PLD6
CTCF,PLEC
CTCF,PLXNB1
CTCF,PLXND1
CTCF,POFUT2
CTCF,POLD2
CTCF,POLDIP2
CTCF,POLM
CTCF,POLR2I
CTCF,POLR2J
CTCF,POLR2L
CTCF,POLRMT
CTCF,POMGNT1
CTCF,POP5
CTCF,POTEM
CTCF,PPP1CA
CTCF,PPP1R3C
CTCF,PPP1R9B
CTCF,PRADC1
CTCF,PRDX1
CTCF,PRRT4
CTCF,PRSS27
CTCF,PSAP
CTCF,PSG8
CTCF,PSMB8
CTCF,PSMC3IP
CTCF,PSMG4
CTCF,PTGES2
CTCF,PTGR1
CTCF,PTHLH
CTCF,PTK6
CTCF,PTPRT
CTCF,PTRHD1
CTCF,R3HDM4
CTCF,RAB34
CTCF,RABAC1
CTCF,RABGGTA
CTCF,RAET1G
CTCF,RAP1GAP
CTCF,RAPSN
CTCF,RASGRP1
CTCF,RASL10A
CTCF,RBFOX3
CTCF,REEP4
CTCF,RGL2
CTCF,RGS16
CTCF,RHOC
CTCF,RHOV
CTCF,RILP
CTCF,RIMS4
CTCF,RIN1
CTCF,ROBO1
CTCF,ROBO3
CTCF,ROPN1
CTCF,RORC
CTCF,RPL18A
CTCF,RPP25L
CTCF,RPS15AP10
CTCF,RPUSD1
CTCF,RRAD
CTCF,RRBP1
CTCF,RTN2
CTCF,RUNX3
CTCF,S100A10
CTCF,S100A2
CTCF,S100A3
CTCF,S100A4
CTCF,S100A6
CTCF,SATL1
CTCF,SBK2
CTCF,SCAND1
CTCF,SCARF1
CTCF,SCARF2
CTCF,SCN3B
CTCF,SCO2
CTCF,SDC1
CTCF,SDC3
CTCF,SDK2
CTCF,SELPLG
CTCF,SEMA4C
CTCF,SEMA5B
CTCF,SEMA6B
CTCF,SERTAD1
CTCF,SERTAD3
CTCF,SF3B5
CTCF,SFRP5
CTCF,SH3GLB2
CTCF,SHF
CTCF,SHOX2
CTCF,SIGMAR1
CTCF,SIRT3
CTCF,SLAMF6
CTCF,SLC10A3
CTCF,SLC12A7
CTCF,SLC14A1
CTCF,SLC16A14
CTCF,SLC19A1
CTCF,SLC1A5
CTCF,SLC22A11
CTCF,SLC22A17
CTCF,SLC25A5-AS1
CTCF,SLC26A6
CTCF,SLC38A10
CTCF,SLC39A1
CTCF,SLC39A5
CTCF,SLC40A1
CTCF,SLC45A4
CTCF,SLC46A2
CTCF,SLC47A2
CTCF,SLC7A5
CTCF,SLFNL1
CTCF,SLIT3
CTCF,SMCO3
CTCF,SMCP
CTCF,SNAI3
CTCF,SNCB
CTCF,SNORA37
CTCF,SNORA70B
CTCF,SNORD3D
CTCF,SOD3
CTCF,SOX15
CTCF,SOX17
CTCF,SOX21
CTCF,SOX21-AS1
CTCF,SP6
CTCF,SP7
CTCF,SPATA24
CTCF,SPATA41
CTCF,SPDYE6
CTCF,SPEF1
CTCF,SPINK2
CTCF,SPON2
CTCF,SPRY2
CTCF,SPSB2
CTCF,SRI
CTCF,ST3GAL1
CTCF,ST6GALNAC4
CTCF,STC2
CTCF,STK25
CTCF,STRA6
CTCF,STX10
CTCF,SURF4
CTCF,SYBU
CTCF,SYCP3
CTCF,SYN1
CTCF,SYVN1
CTCF,TAC4
CTCF,TAF10
CTCF,TBR1
CTCF,TBRG4
CTCF,TBX6
CTCF,TEKT4
CTCF,TEP1
CTCF,TERC
CTCF,TEX19
CTCF,TFEB
CTCF,TFPI2
CTCF,TFPT
CTCF,TGFB3
CTCF,THBD
CTCF,TIMP2
CTCF,TINF2
CTCF,TJP3
CTCF,TLCD1
CTCF,TLE3
CTCF,TM4SF1
CTCF,TMC6
CTCF,TMEM185B
CTCF,TMEM186
CTCF,TMEM200B
CTCF,TMEM205
CTCF,TMEM221
CTCF,TMEM54
CTCF,TMPO-AS1
CTCF,TNFRSF25
CTCF,TNK2
CTCF,TNNT2
CTCF,TNS4
CTCF,TOMM20L
CTCF,TOP2A
CTCF,TP53I3
CTCF,TPPP3
CTCF,TPSG1
CTCF,TRABD2A
CTCF,TRAM1
CTCF,TRAM1L1
CTCF,TRAT1
CTCF,TRIAP1
CTCF,TRIM47
CTCF,TRMT2A
CTCF,TSPAN32
CTCF,TSPAN6
CTCF,TUBA1B
CTCF,TUBB2A
CTCF,TUBB4A
CTCF,TUBGCP6
CTCF,TUFM
CTCF,TUSC1
CTCF,U2AF1L4
CTCF,UBC
CTCF,UBXN1
CTCF,UBXN11
CTCF,UGT2B17
CTCF,UNC5C
CTCF,USF1
CTCF,VCAN-AS1
CTCF,VGF
CTCF,VMO1
CTCF,VPS28
CTCF,VSIG10L
CTCF,VSX1
CTCF,VTI1B
CTCF,VWA7
CTCF,WIF1
CTCF,WNT10B
CTCF,WNT11
CTCF,WNT16
CTCF,WNT4
CTCF,WNT7B
CTCF,WT1
CTCF,XBP1
CTCF,XIST
CTCF,XKRX
CTCF,ZBTB17
CTCF,ZDHHC11B
CTCF,ZFP36L2
CTCF,ZFP57
CTCF,ZNF219
CTCF,ZNF232
CTCF,ZNF385A
CTCF,ZNF513
CTCF,ZNF518B
CTCF,ZNF558
CTCF,ZNF747
CTCF,ZNF768
CTCF,ZNF814
CTCF,ZNF837
CTCF,ZNHIT2
CTCF,ZNRF3-AS1
CUL4A,ALDH3A1
CUL4A,B9D2
CUL4A,DEDD2
CUL4A,GTPBP6
CUL4A,KRT8
CUL4A,PRDX1
CUL4A,SNORD3D
CUL4A,TERC
CUL4A,ZNF219
DOT1L,AKR1B1
DOT1L,CA12
DOT1L,CLU
DOT1L,DNAJB1
DOT1L,HNRNPL
DOT1L,JUN
DOT1L,MAN2C1
DOT1L,PRDX1
DOT1L,PTRHD1
DOT1L,RGL2
DOT1L,SLC1A5
DOT1L,SLC5A6
DOT1L,SRSF2
DOT1L,TERC
DOT1L,UBC
E2F6,ABHD11
E2F6,ACAP3
E2F6,ACOT6
E2F6,ACSS1
E2F6,ACY3
E2F6,AGA
E2F6,AGPAT1
E2F6,AKR1B1
E2F6,AMBP
E2F6,AMIGO1
E2F6,ANKRD20A8P
E2F6,AP4B1
E2F6,ARHGDIA
E2F6,AURKB
E2F6,BMS1P1
E2F6,C20orf96
E2F6,C2CD4B
E2F6,C7orf25
E2F6,CA12
E2F6,CCK
E2F6,CCNO
E2F6,CDC20B
E2F6,CDK20
E2F6,CFL1
E2F6,CHCHD2
E2F6,CKB
E2F6,CLU
E2F6,CLUH
E2F6,COX6B2
E2F6,COX7A2
E2F6,DBP
E2F6,DEDD2
E2F6,DERL3
E2F6,DHCR7
E2F6,DHRS13
E2F6,DLX1
E2F6,EIF6
E2F6,ELP6
E2F6,EMP2
E2F6,ENO1
E2F6,EOMES
E2F6,F12
E2F6,FAM171A2
E2F6,FAM86B2
E2F6,FASN
E2F6,FKBP5
E2F6,FLNA
E2F6,FOXD1
E2F6,FZD5
E2F6,GABARAP
E2F6,GBX2
E2F6,GDF9
E2F6,GSK3A
E2F6,GSR
E2F6,HAUS7
E2F6,HINT2
E2F6,HJURP
E2F6,HMGCS1
E2F6,HNRNPH1
E2F6,HNRNPL
E2F6,HOTAIR
E2F6,HR
E2F6,HSPA6
E2F6,HYI
E2F6,IGSF11
E2F6,IMPDH1
E2F6,IRF2BP1
E2F6,JAG2
E2F6,JMJD4
E2F6,KCNH2
E2F6,KIRREL3
E2F6,KLF9
E2F6,LAGE3
E2F6,LENG9
E2F6,LRRC59
E2F6,LRRC71
E2F6,LSM10
E2F6,LYNX1
E2F6,MAGEF1
E2F6,MAN2C1
E2F6,MAT1A
E2F6,MCOLN3
E2F6,MEA1
E2F6,MGAT1
E2F6,MROH6
E2F6,MRPL16
E2F6,MSMP
E2F6,MST1R
E2F6,MTMR11
E2F6,MXRA8
E2F6,NAT9
E2F6,NCL
E2F6,NEFL
E2F6,NIPSNAP3B
E2F6,NKX3-1
E2F6,NKX6-1
E2F6,NR1D1
E2F6,NSMF
E2F6,NSUN6
E2F6,NT5C
E2F6,NTN5
E2F6,NTSR2
E2F6,NUDT8
E2F6,OSR1
E2F6,OXLD1
