Gene1,Gene2
JUND,ZBTB3
JUND,ZFP36L2
JUND,ZNF219
JUND,ZNF579
JUND,ZNF768
JUND,ZNF837
JUND,ZNRF3-AS1
KDM1A,GTPBP6
KDM1A,IRF2BP1
KDM1A,ISOC2
KDM1A,NUDT8
KDM1A,OSCAR
KDM1A,PPP1R9B
KDM1A,SH3GLB2
KDM1A,SLC38A10
KDM1A,TBX6
KDM1A,TJP3
KDM5A,AHCY
KDM5A,ASB6
KDM5A,ASPM
KDM5A,AURKAIP1
KDM5A,AURKB
KDM5A,CENPE
KDM5A,COL1A1
KDM5A,DNAJC30
KDM5A,DTYMK
KDM5A,DVL1
KDM5A,FASTK
KDM5A,GABARAP
KDM5A,GDF9
KDM5A,HNRNPA0
KDM5A,LONP1
KDM5A,LSM7
KDM5A,MAN2C1
KDM5A,MRPS15
KDM5A,NCL
KDM5A,NDUFA2
KDM5A,NELFE
KDM5A,NSUN6
KDM5A,NT5C
KDM5A,POLR2J
KDM5A,PTK6
KDM5A,SCAND1
KDM5A,SF3B5
KDM5A,SIRT3
KDM5A,SLC35A2
KDM5A,TAF6
KDM5A,TBRG4
KDM5A,TOP2A
KDM5A,TSR3
KDM5A,TUFM
KDM5A,UBXN1
KDM5A,YIPF3
KDM5A,ZNF837
KDM5A,ZWINT
MAFK,ABCC5-AS1
MAFK,ABCC9
MAFK,ACAA2
MAFK,ADRA2A
MAFK,AGPAT1
MAFK,AGR2
MAFK,AHCY
MAFK,AKR1B1
MAFK,AKT1S1
MAFK,ALDH3A1
MAFK,AMBP
MAFK,ANO9
MAFK,ASPM
MAFK,B3GALT2
MAFK,B4GALNT1
MAFK,BMS1P1
MAFK,BMS1P17
MAFK,C1orf216
MAFK,CASP9
MAFK,CDKN1C
MAFK,CENPE
MAFK,CITED4
MAFK,CLDN3
MAFK,CLEC2B
MAFK,CLU
MAFK,COL7A1
MAFK,COLCA1
MAFK,CRIP3
MAFK,CYP26B1
MAFK,DAD1
MAFK,DBP
MAFK,DEDD2
MAFK,DHRS2
MAFK,DHX58
MAFK,DLGAP1-AS4
MAFK,DNAJB1
MAFK,DOC2B
MAFK,DYRK1B
MAFK,E2F2
MAFK,EEF2
MAFK,ENO1
MAFK,FADS3
MAFK,FAM171A2
MAFK,FAM25C
MAFK,FAM83E
MAFK,FAM86B1
MAFK,FGFBP3
MAFK,FOXD1
MAFK,GABARAP
MAFK,GJB5
MAFK,GPX2
MAFK,GSDMB
MAFK,GSG1
MAFK,GSK3A
MAFK,GSR
MAFK,GSTA2
MAFK,GTPBP6
MAFK,HDHD3
MAFK,HEY1
MAFK,HLA-DOB
MAFK,HM13-AS1
MAFK,HNRNPH1
MAFK,HTR2B
MAFK,IGSF11
MAFK,IQUB
MAFK,ISOC2
MAFK,JUN
MAFK,KAZN
MAFK,KCTD14
MAFK,KEL
MAFK,LAIR1
MAFK,LAMA5
MAFK,LINC00111
MAFK,LOXL1-AS1
MAFK,LPAR6
MAFK,LYST
MAFK,MAG
MAFK,MAPK12
MAFK,MED20
MAFK,METTL18
MAFK,MICAL1
MAFK,MIR22HG
MAFK,MIR3198-2
MAFK,MIR3682
MAFK,MS4A8
MAFK,MSRB1
MAFK,MXRA8
MAFK,NAA10
MAFK,NR1D1
MAFK,NSUN6
MAFK,P2RY1
MAFK,PARP12
MAFK,PIK3IP1
MAFK,PJA1
MAFK,PLEC
MAFK,PLXNB2
MAFK,PMFBP1
MAFK,PRDX1
MAFK,PRR15L
MAFK,PRR7-AS1
MAFK,PTGR1
MAFK,RAB11B-AS1
MAFK,RABGGTA
MAFK,RAPSN
MAFK,ROPN1
MAFK,S100A2
MAFK,SCAND1
MAFK,SCO2
MAFK,SEMA5B
MAFK,SHE
MAFK,SHF
MAFK,SKIDA1
MAFK,SLA2
MAFK,SLC1A5
MAFK,SLC45A4
MAFK,SLC47A2
MAFK,SLC6A12
MAFK,SMAD5-AS1
MAFK,SNORD17
MAFK,SPATA41
MAFK,SRSF2
MAFK,STC2
MAFK,SYBU
MAFK,TAF6
MAFK,TBRG4
MAFK,TBX6
MAFK,TEX19
MAFK,TFPI2
MAFK,TM4SF1
MAFK,TMEM17
MAFK,TMEM207
MAFK,TMEM221
MAFK,TNS4
MAFK,TPRA1
MAFK,TRIM47
MAFK,TSPAN6
MAFK,TSSK4
MAFK,TYK2
MAFK,UBC
MAFK,UBXN1
MAFK,ZNF154
MAFK,ZNF219
MAFK,ZNRF3-AS1
MAX,ABCA11P
MAX,ABCA2
MAX,ABHD11
MAX,ACHE
MAX,ACSS1
MAX,ACTB
MAX,ACTG1
MAX,ADAMTSL4-AS1
MAX,ADAP1
MAX,ADRA2A
MAX,AGPAT1
MAX,AHCY
MAX,AHNAK
MAX,AJUBA
MAX,AKR1B1
MAX,AKT1S1
MAX,ALDH3A1
MAX,AMBP
MAX,ANAPC13
MAX,ANKRD20A8P
MAX,AP4B1
MAX,APBB1
MAX,APBB3
MAX,APLN
MAX,AQP3
MAX,ARFIP2
MAX,ARHGAP31-AS1
MAX,ARHGAP4
MAX,ARHGEF19
MAX,ARVCF
MAX,ARX
MAX,ASB6
MAX,ASIC4
MAX,ATP13A1
MAX,AURKB
MAX,B9D2
MAX,BAIAP2L2
MAX,BCAP31
MAX,BMF
MAX,BOLL
MAX,BRAT1
MAX,C19orf73
MAX,C1QBP
MAX,C1QTNF1-AS1
MAX,C1R
MAX,C1orf216
MAX,C20orf96
MAX,C2CD4B
MAX,C7orf25
MAX,CA12
MAX,CACNB1
MAX,CALCOCO1
MAX,CCDC96
MAX,CCNO
MAX,CDC20B
MAX,CDH15
MAX,CDK20
MAX,CDKN1C
MAX,CDKN2D
MAX,CDX2
MAX,CELF6
MAX,CFL1
MAX,CHCHD2
MAX,CHKA
MAX,CHPF
MAX,CIB1
MAX,CIB2
MAX,CITED2
MAX,CITED4
MAX,CKB
MAX,CLDN3
MAX,CLDN7
MAX,CLPTM1L
MAX,CLU
MAX,CLUH
MAX,COL1A1
MAX,COL7A1
MAX,COX6B2
MAX,COX7A2
MAX,CPS1
MAX,CRH
MAX,CSRNP1
MAX,CSRP1
MAX,CST3
MAX,CTRL
MAX,CTSB
MAX,CTSD
MAX,CTSF
MAX,CYP24A1
MAX,CYP26B1
MAX,DAD1
MAX,DAW1
MAX,DBNDD1
MAX,DBP
MAX,DCTPP1
MAX,DDT
MAX,DEDD2
MAX,DENND2D
MAX,DERL3
MAX,DGAT1
MAX,DHCR24
MAX,DHRS1
MAX,DHRS13
MAX,DIO3OS
MAX,DLX1
MAX,DMPK
MAX,DNAAF3
MAX,DNAJB1
MAX,DNLZ
MAX,DOCK4
MAX,DPAGT1
MAX,DPP7
MAX,DTYMK
MAX,DUS1L
MAX,DUSP7
MAX,DVL1
MAX,DYRK1B
MAX,E2F2
MAX,EEF2
MAX,EFEMP1
MAX,EGFR-AS1
MAX,EIF6
MAX,ELP6
MAX,EMP2
MAX,ENO1
MAX,EOMES
MAX,EPB41L4A
MAX,EPHB6
MAX,ERH
MAX,EXTL3-AS1
MAX,EZR
MAX,F12
MAX,FAM86B1
MAX,FAM86B2
MAX,FASN
MAX,FAU
MAX,FBXL14
MAX,FBXL6
MAX,FGFR1
MAX,FIBP
MAX,FIS1
MAX,FKBP5
MAX,FLNA
MAX,FRMD3
MAX,FSTL4
MAX,FUCA1
MAX,FZD5
MAX,G6PD
MAX,GABARAP
MAX,GADD45GIP1
MAX,GAL3ST1
MAX,GALK1
MAX,GALNT18
MAX,GATA2
MAX,GBX2
MAX,GCLC
MAX,GDF9
MAX,GNG13
MAX,GPANK1
MAX,GRIN2C
MAX,GSG1
MAX,GSK3A
MAX,GSR
MAX,GSTM3
MAX,GTPBP6
MAX,GUCY2EP
MAX,HAS2
MAX,HAUS7
MAX,HECTD3
MAX,HES4
MAX,HES7
MAX,HEY1
MAX,HJURP
MAX,HLA-DMA
MAX,HMGCS1
MAX,HNRNPA0
MAX,HNRNPH1
MAX,HNRNPL
MAX,HOTAIR
MAX,HOXB8
MAX,HPCA
MAX,HR
MAX,HSD17B14
MAX,HSPA6
MAX,HYI
MAX,IGDCC4
MAX,IGFBP3
MAX,IGSF11
MAX,IGSF8
MAX,IMPDH1
MAX,INPP4B
MAX,INPP5E
MAX,IQUB
MAX,IRF2BP1
MAX,ISOC2
MAX,JAG2
MAX,JTB
MAX,JUN
MAX,KCNJ11
MAX,KIFC3
MAX,KIRREL3
MAX,KLF9
MAX,KLHL35
MAX,KRT19
MAX,KRT8
MAX,LAD1
MAX,LAMA5
MAX,LAMB2
MAX,LDHB
MAX,LENG9
MAX,LGALS3BP
MAX,LIMD2
MAX,LINC00111
MAX,LINC00543
MAX,LINC00598
MAX,LINC00677
MAX,LONP1
MAX,LOXL1-AS1
MAX,LOXL4
MAX,LRRC59
MAX,LRRC71
MAX,LSM7
MAX,LTB
MAX,LTBP3
MAX,LYNX1
MAX,MAD2L2
MAX,MAGEF1
MAX,MAN2C1
MAX,MAP3K12
MAX,MAPK12
MAX,MATN1-AS1
MAX,MCAT
MAX,MCIDAS
MAX,MCRS1
MAX,MEA1
MAX,METTL18
MAX,MFGE8
MAX,MGAT1
MAX,MGAT4B
MAX,MICAL1
MAX,MIR22HG
MAX,MIR24-2
MAX,MKI67
MAX,MROH6
MAX,MRPS15
MAX,MSRB1
MAX,MST1L
MAX,MST1R
MAX,MTCH1
MAX,MTMR11
MAX,MZF1
MAX,NAA10
MAX,NAPSA
MAX,NAT9
MAX,NCL
MAX,NCOR2
MAX,NDUFA4L2
MAX,NEFL
MAX,NHLRC1
MAX,NKX3-1
MAX,NOL6
MAX,NOTCH3
MAX,NOTUM
MAX,NPDC1
MAX,NPTX1
MAX,NQO1
MAX,NR1D1
MAX,NRARP
MAX,NSUN6
MAX,NT5C
MAX,NTN5
MAX,NTRK3
MAX,NTSR2
MAX,NUDT18
MAX,NUDT8
MAX,OGDHL
MAX,OSCAR
MAX,OSR1
MAX,OXLD1
MAX,P4HB
MAX,PAN2
MAX,PAQR9
MAX,PARP12
MAX,PCYT2
MAX,PDAP1
MAX,PDIA4
MAX,PDIA6
MAX,PDZK1IP1
MAX,PEX19
MAX,PGM5P2
MAX,PIGH
MAX,PIK3IP1
MAX,PKMYT1
MAX,PLCD1
MAX,PLD6
MAX,PLEC
MAX,PLXNB2
MAX,POFUT2
MAX,POLD2
MAX,POLM
MAX,POLR2I
MAX,POLR2J
MAX,POLRMT
MAX,POMGNT1
MAX,POP5
MAX,PPP1CA
MAX,PPP1R3C
MAX,PRADC1
MAX,PRAF2
MAX,PRDM13
MAX,PRR7-AS1
MAX,PRRT4
MAX,PSAP
MAX,PSG8
MAX,PSMC3IP
MAX,PSMG4
MAX,PTGES
MAX,PTGR1
MAX,PTHLH
MAX,PTK6
MAX,PTRH1
MAX,PXMP4
MAX,PYCR1
MAX,R3HDM4
MAX,RABAC1
MAX,RABGGTA
MAX,RBFOX3
MAX,REEP4
MAX,RGL2
MAX,RGS19
MAX,RGS9BP
MAX,RHOC
MAX,RILP
MAX,RIN1
MAX,RNASEH2C
MAX,RNF208
MAX,ROBO1
MAX,ROBO3
MAX,ROPN1
MAX,RORC
MAX,RPL8
MAX,RPS16
MAX,RPUSD1
MAX,RRBP1
MAX,RTN2
MAX,S100A10
MAX,S100A2
MAX,S100A3
MAX,S100A4
MAX,S100A6
MAX,SCAND1
MAX,SCN3B
MAX,SCO2
MAX,SDC1
MAX,SDC4
MAX,SEC61G
MAX,SEMA4C
MAX,SEMA5B
MAX,SERF1A
MAX,SERTAD1
MAX,SERTAD3
MAX,SF3B5
MAX,SH3GLB2
MAX,SHF
MAX,SHOX2
MAX,SIGMAR1
MAX,SIRT3
MAX,SLC10A3
MAX,SLC12A7
MAX,SLC16A14
MAX,SLC19A1
MAX,SLC1A5
MAX,SLC25A5-AS1
MAX,SLC25A6
MAX,SLC26A6
MAX,SLC35A2
MAX,SLC39A1
MAX,SLC39A4
MAX,SLC40A1
MAX,SLC45A4
MAX,SLC7A11
MAX,SLC7A5
MAX,SLIT3
MAX,SNAI3
MAX,SNCB
MAX,SNORD3D
MAX,SP6
MAX,SP7
MAX,SPATA24
MAX,SPATA41
MAX,SPEF1
MAX,SPRY2
MAX,SRI
MAX,SRSF2
MAX,ST3GAL1
MAX,ST6GALNAC4
MAX,STARD5
MAX,STAU2-AS1
MAX,STC2
MAX,STK25
MAX,STRA6
MAX,STX10
MAX,SYBU
MAX,SYN1
MAX,SYPL2
MAX,SYVN1
MAX,TAC4
MAX,TAF10
MAX,TBR1
MAX,TBRG4
MAX,TBX6
MAX,TERC
MAX,TFEB
MAX,TFPI2
MAX,TGFB3
MAX,TIMM13
MAX,TIMP2
MAX,TINF2
MAX,TLE3
MAX,TMC6
MAX,TMEM129
MAX,TMEM17
MAX,TMEM185B
MAX,TMEM186
MAX,TMEM200B
MAX,TMEM205
MAX,TMEM259
MAX,TMEM54
MAX,TMEM59L
MAX,TMPO-AS1
MAX,TNFRSF1A
MAX,TNK2
MAX,TNNI3
MAX,TOB2P1
MAX,TOMM20L
MAX,TOP2A
MAX,TP53I3
MAX,TPM2
MAX,TPRA1
MAX,TRABD2A
MAX,TRAM1
MAX,TRIM47
MAX,TSPAN6
MAX,TSPYL5
MAX,TSR3
MAX,TST
MAX,TUBA1B
MAX,TUBB4A
MAX,TUBGCP6
MAX,TUSC1
MAX,U2AF1L4
MAX,UBC
MAX,UBXN11
MAX,VGF
MAX,VPS28
MAX,VSIG10L
MAX,VSX1
MAX,VWA7
MAX,WIF1
MAX,WNT7B
MAX,WT1
MAX,XKRX
MAX,ZBTB17
MAX,ZBTB3
MAX,ZDHHC11B
MAX,ZMAT1
MAX,ZNF219
MAX,ZNF296
MAX,ZNF385A
MAX,ZNF414
MAX,ZNF467
MAX,ZNF513
MAX,ZNF518B
MAX,ZNF579
MAX,ZNF688
MAX,ZNF768
MAX,ZNF784
MAX,ZNF792
MAX,ZNF799
MAX,ZNF814
MAX,ZNF836
MAX,ZWINT
MAX,ZXDA
MAZ,ABHD17A
MAZ,ACTB
MAZ,PRDX1
MAZ,SNORD3D
MED1,ACTB
MED1,AGA
MED1,AHNAK
MED1,AJUBA
MED1,AKR1B1
MED1,ALDH3A1
MED1,AMBP
MED1,ANPEP
MED1,APBB3
MED1,ARHGAP31-AS1
MED1,AURKAIP1
MED1,C1QTNF1-AS1
MED1,C6orf62
MED1,CDH16
MED1,CLDN7
MED1,CLU
MED1,COX7A2
MED1,CPS1
MED1,CSRP1
MED1,CYP24A1
MED1,DAW1
MED1,DGAT1
MED1,DHCR24
MED1,DLGAP1-AS4
MED1,DNLZ
MED1,DTYMK
MED1,DUS1L
MED1,DVL1
MED1,DYRK1B
MED1,ENO1
MED1,ENTPD2
MED1,ETNK2
MED1,FASN
MED1,FDXACB1
MED1,FKBP5
MED1,FRMD3
MED1,GCLC
MED1,GSG1
MED1,GTPBP6
MED1,GUCD1
MED1,HJURP
MED1,HM13-AS1
MED1,HNRNPH1
MED1,HNRNPL
MED1,HR
MED1,HSD11B1
MED1,IGFBP3
MED1,INPP4B
MED1,INTS5
MED1,JMJD4
MED1,KIFC3
MED1,KLF9
MED1,KRT8
MED1,LAD1
MED1,LAMA5
MED1,LDHB
MED1,LINC00111
MED1,LINC00598
MED1,LINC00677
MED1,LRRC59
MED1,MAML2
MED1,MAN2C1
MED1,MCAT
MED1,MCL1
MED1,MCRS1
MED1,MED20
MED1,MFGE8
MED1,MGAT1
MED1,MIR3193
MED1,MLF2
MED1,MRPL16
MED1,MRPS15
MED1,MST1L
MED1,MUC1
MED1,NAMPT
MED1,NAT9
MED1,NR1D1
MED1,NSUN6
MED1,NT5C
MED1,OSBPL7
MED1,P4HB
MED1,PDIA4
MED1,PDIA6
MED1,PFN1
MED1,PLEC
MED1,POLR2I
MED1,POLR2J
MED1,PPP1R9B
MED1,PRDX1
MED1,PRR15L
MED1,PRSS27
MED1,PTGR1
MED1,RAB11B-AS1
MED1,RBFOX3
MED1,ROBO3
MED1,RPL22
MED1,RPS16
MED1,S100A10
MED1,S100A2
MED1,S100A3
MED1,S100A6
MED1,SAYSD1
MED1,SEC61G
MED1,SERTAD1
MED1,SERTAD3
MED1,SHF
MED1,SKIDA1
MED1,SLC45A4
MED1,SLC7A11
MED1,SLC7A5
MED1,SNORD3D
MED1,SPATA41
MED1,SPSB2
MED1,SRI
MED1,SRSF2
MED1,ST6GALNAC1
MED1,STAU2-AS1
MED1,STRA6
MED1,SYBU
MED1,SYVN1
MED1,TAF6
MED1,THBD
MED1,TLE3
MED1,TM4SF1
MED1,TMEM17
MED1,TNFRSF1A
MED1,TP53I3
MED1,TRIM29
MED1,TRMT2A
MED1,TUFM
MED1,UBC
MED1,USF1
MED1,VPS28
MED1,ZNF579
MED1,ZNF768
MED1,ZNF837
MED1,ZNRF3-AS1
MGA,ACHE
MGA,ACSS1
MGA,ACTB
MGA,AGA
MGA,AGPAT1
MGA,AHCY
MGA,AKR1B1
MGA,ALDH3A1
MGA,AMBP
MGA,ANAPC13
MGA,AP1G2
MGA,AP4B1
MGA,APBB3
MGA,ARFIP2
MGA,ARHGDIA
MGA,ASPM
MGA,AURKB
MGA,B9D2
MGA,BEST4
MGA,BOP1
MGA,BRAT1
MGA,C19orf73
MGA,C1orf74
MGA,C20orf96
MGA,C2CD4B
MGA,C7orf25
MGA,CA12
MGA,CCK
MGA,CCNO
MGA,CCT3
MGA,CDH15
MGA,CELF6
MGA,CHCHD2
MGA,CHPF
MGA,CITED2
MGA,CLUH
MGA,CNFN
MGA,CTSF
MGA,CYP24A1
MGA,DAW1
MGA,DBP
MGA,DCTPP1
MGA,DHCR24
MGA,DHCR7
MGA,DNAAF3
MGA,DNAJB1
MGA,DNAJC30
MGA,DNLZ
MGA,DNM1P35
MGA,DOCK4
MGA,DPP7
MGA,DUSP7
MGA,DYRK1B
MGA,E2F1
MGA,E2F2
MGA,EEF2
MGA,ELP6
MGA,EMP2
MGA,ENO1
MGA,EZR
MGA,F12
MGA,FAM161B
MGA,FAM218A
MGA,FAM86B1
MGA,FAM86B2
MGA,FASN
MGA,FCGBP
MGA,FGFBP3
MGA,FOXD1
MGA,GBGT1
MGA,GBX2
MGA,GCLC
MGA,GDF9
MGA,GPX2
MGA,GSK3A
MGA,GSR
MGA,GTPBP6
MGA,HM13-AS1
MGA,HMGCS1
MGA,HNRNPA0
MGA,HNRNPH1
MGA,HNRNPL
MGA,HOXA5
MGA,HR
MGA,ISOC2
MGA,KIFC3
MGA,KLF9
MGA,KLHL35
MGA,LAGE3
MGA,LDHB
MGA,LENG9
MGA,LINC00111
MGA,LINC00543
MGA,LINC00574
MGA,LONP1
MGA,LRRC59
MGA,LSM10
MGA,LSS
MGA,MAN2C1
MGA,MATN1-AS1
MGA,MGAT1
MGA,MIR3193
MGA,MRPL16
MGA,MRPS15
MGA,MTCH1
MGA,MXRA8
MGA,MZF1
MGA,NAMPT
MGA,NAT9
MGA,NCL
MGA,NDUFA2
MGA,NHLRC1
MGA,NOD2
MGA,NOL6
MGA,NR1D1
MGA,NRARP
MGA,NUDT8
MGA,OXLD1
MGA,P4HB
MGA,PARP12
MGA,PCDH9
MGA,PDIA4
MGA,PDIA6
MGA,PIK3IP1
MGA,PLD6
MGA,PLEC
MGA,POLD2
MGA,POLM
MGA,POLR2I
MGA,POLR2J
MGA,POLRMT
MGA,PPP1R3C
MGA,PRAF2
MGA,PRR7-AS1
MGA,PSG8
MGA,PTHLH
MGA,PTK6
MGA,PTRH1
MGA,PTRHD1
MGA,PYCR1
MGA,RABGGTA
MGA,RASGRP1
MGA,RGS16
MGA,RHOC
MGA,RIN1
MGA,RLN2
MGA,ROBO3
MGA,RPL22
MGA,RPS16
MGA,S100A10
MGA,S100A2
MGA,SAYSD1
MGA,SEC61G
MGA,SERTAD1
MGA,SERTAD3
MGA,SF3B5
MGA,SHOX2
MGA,SIGMAR1
MGA,SKIDA1
MGA,SLC1A5
MGA,SLC25A5-AS1
MGA,SLC25A6
MGA,SLC2A6
MGA,SLC5A6
MGA,SLC7A11
MGA,SLC7A5
MGA,SNORD3D
MGA,SPATA41
MGA,SRI
MGA,ST3GAL1
MGA,ST6GALNAC4
MGA,STAU2-AS1
MGA,STK25
MGA,SURF4
MGA,TBRG4
MGA,THBD
MGA,TINF2
MGA,TLE3
MGA,TMEM17
MGA,TMEM185B
MGA,TMPO-AS1
MGA,TNS4
MGA,TOMM20L
MGA,TPM2
MGA,TPRA1
MGA,TRAM1
MGA,TRIM47
MGA,TRIM68
MGA,TRMT2A
MGA,TSPYL5
MGA,TUBA1B
MGA,TUSC2
MGA,TYK2
MGA,UBC
MGA,UBXN11
MGA,VPS28
MGA,VSIG10L
MGA,ZMAT1
MGA,ZNF202
MGA,ZNF219
MGA,ZNF296
MGA,ZNF552
MGA,ZNF792
MGA,ZNF837
MGA,ZXDA
MYBL2,CENPE
MYBL2,HJURP
MYBL2,KRT8
MYBL2,TMPO-AS1
MYBL2,TOP2A
MYBL2,UBC
MYC,AAMP
MYC,ACP5
MYC,ACTG1
MYC,AGR2
MYC,AGR3
MYC,AHCY
MYC,AKR1B1
MYC,ALDH3A1
MYC,AMBP
MYC,AMOT
MYC,ANAPC13
MYC,ANKRD20A8P
MYC,ANKRD22
MYC,AQP3
MYC,ARHGDIA
MYC,ARHGDIB
MYC,ASB6
MYC,ASCL3
MYC,AURKB
MYC,BAIAP2L2
MYC,BEGAIN
MYC,BEST4
MYC,BMF
MYC,BOP1
MYC,C10orf62
MYC,C19orf73
MYC,C1QL4
MYC,C1QTNF1-AS1
MYC,C1orf216
MYC,C20orf96
MYC,C3
MYC,C3orf18
MYC,C3orf22
MYC,C6orf62
MYC,C7orf25
MYC,CA12
MYC,CALCOCO1
MYC,CASP9
MYC,CCDC102A
MYC,CDK20
MYC,CDKN1C
MYC,CENPE
MYC,CHCHD2
MYC,CHRNA9
MYC,CIB2
MYC,CITED2
MYC,CLDN3
MYC,CLEC4G
MYC,CLPTM1L
MYC,CLUH
MYC,CPS1
MYC,CRH
MYC,CST2
MYC,CTRL
MYC,CXCL11
MYC,CYP26B1
MYC,DBIL5P2
MYC,DCTPP1
MYC,DEDD2
MYC,DENND2D
MYC,DHRS13
MYC,DLX6-AS1
MYC,DNAAF3
MYC,DNAJB1
MYC,DNLZ
MYC,DNM1P35
MYC,DOCK4
MYC,DPAGT1
MYC,DPP7
MYC,DUS1L
MYC,DYRK1B
MYC,E2F2
MYC,EEF2
MYC,ELP6
MYC,EMP2
MYC,ENO1
MYC,EPS8L3
MYC,ETNK2
MYC,F12
MYC,FAM186B
MYC,FAM86B1
MYC,FAM86B2
MYC,FASN
MYC,FAU
MYC,FCGBP
MYC,FCHSD1
MYC,FGFBP3
MYC,FGR
MYC,FIS1
MYC,FKBP5
MYC,FLNB-AS1
MYC,G6PD
MYC,GABRA4
MYC,GAL3ST1
MYC,GALNT18
MYC,GALNT3
MYC,GBP3
MYC,GCLC
MYC,GJB5
MYC,GNRH1
MYC,GP6
MYC,GSK3A
MYC,GSR
MYC,GTPBP6
MYC,GUCY2EP
MYC,HAS2
MYC,HCRTR1
MYC,HDHD3
MYC,HECTD3
MYC,HNRNPL
MYC,HOTAIR
MYC,HOXA5
MYC,IGDCC4
MYC,IGSF8
MYC,IL21R-AS1
MYC,INPP4B
MYC,INTS5
MYC,IRF2BP1
MYC,ISOC2
MYC,JMJD4
MYC,KAZN
MYC,KCNG2
MYC,KCNH2
MYC,KCTD14
MYC,KIAA1755
MYC,KIRREL3
MYC,KRT20
MYC,KRT8
MYC,LAGE3
MYC,LDHB
MYC,LENG9
MYC,LINC00347
MYC,LINC00376
MYC,LINC00390
MYC,LONP1
MYC,LRFN1
MYC,LRRC59
MYC,LRRC71
MYC,LSAMP
MYC,LSM7
MYC,LTA
MYC,LYPD4
MYC,LYST
MYC,MAG
MYC,MAN2C1
MYC,MATN1-AS1
MYC,MCOLN3
MYC,MCRS1
MYC,MFGE8
MYC,MGAT1
MYC,MIR22HG
MYC,MIR3137
MYC,MIR548V
MYC,MKRN9P
MYC,MRPS15
MYC,MSS51
MYC,MTCH1
MYC,MYBPHL
MYC,MZF1
MYC,NAPSA
MYC,NBPF20
MYC,NCL
MYC,NEFL
MYC,NOD2
MYC,NOL6
MYC,NOTUM
MYC,NQO1
MYC,NR1D1
MYC,NR2F6
MYC,NRIP2
MYC,NRN1
MYC,NSUN6
MYC,NT5C
MYC,OGDHL
MYC,OR4M2
MYC,OSR1
MYC,OTOR
MYC,OXLD1
MYC,P4HB
MYC,PAPPA-AS1
MYC,PDIA4
MYC,PDIA6
MYC,PDZK1IP1
MYC,PGM5P2
MYC,PHOSPHO1
MYC,PI15
MYC,PJA1
MYC,PKMYT1
MYC,PLCZ1
MYC,PLD6
MYC,PLEC
MYC,PLXNB1
MYC,PLXNB2
MYC,POLD2
MYC,POLM
MYC,POLR2I
MYC,POLRMT
MYC,POTEM
MYC,PPP1R9B
MYC,PRAF2
MYC,PRR7-AS1
MYC,PRRT4
MYC,PRSS27
MYC,PSG8
MYC,PTGES2
MYC,PTHLH
MYC,PTK6
MYC,PTRHD1
MYC,PYCR1
MYC,RAP1GAP
MYC,RBFOX3
MYC,RBP5
MYC,RGS16
MYC,RHOC
MYC,RHOV
MYC,RILP
MYC,RIMS4
MYC,RIN1
MYC,RLN2
MYC,ROBO1
MYC,ROBO3
MYC,RORC
MYC,RPL22
MYC,RPS16
MYC,RRP9
MYC,RTN2
MYC,S100A14
MYC,S100A2
MYC,SCRG1
MYC,SCRT2
MYC,SDC3
MYC,SEC61G
MYC,SELPLG
MYC,SEMA5B
MYC,SERF1A
MYC,SERPINB13
MYC,SERTAD1
MYC,SERTAD3
MYC,SFTPB
MYC,SH3GLB2
MYC,SHOX2
MYC,SIGMAR1
MYC,SKIDA1
MYC,SLC16A14
MYC,SLC19A1
MYC,SLC1A5
MYC,SLC25A5-AS1
MYC,SLC25A6
MYC,SLC40A1
MYC,SLC45A4
MYC,SLC46A2
MYC,SLC5A6
MYC,SLC6A3
MYC,SLC7A5
MYC,SMAD5-AS1
MYC,SMTNL1
MYC,SOX21-AS1
MYC,SOX7
MYC,SP7
MYC,SPATA24
MYC,SPDYE6
MYC,SPEF1
MYC,SPSB2
MYC,SRI
MYC,SRSF2
MYC,ST3GAL1
MYC,ST6GALNAC1
MYC,ST7-AS2
MYC,STAP1
MYC,STC2
MYC,STK25
MYC,STRA6
MYC,STX10
MYC,SURF4
MYC,SV2A
MYC,SYBU
MYC,SYCP3
MYC,SYPL2
MYC,TAC4
MYC,TBR1
MYC,TBRG4
MYC,TGFB3
MYC,TIMM13
MYC,TINF2
MYC,TLE3
MYC,TM4SF1
MYC,TMEM129
MYC,TMEM185B
MYC,TMEM47
MYC,TMEM72
MYC,TMEM81
MYC,TNFRSF1A
MYC,TNK2
MYC,TOB2P1
MYC,TP53I3
MYC,TPRA1
MYC,TRAM1
MYC,TRAT1
MYC,TRIM68
MYC,TRPV1
MYC,TSPYL5
MYC,TUBB2A
MYC,TUBB4A
MYC,TUFM
MYC,UBXN1
MYC,VCAN-AS1
MYC,VGF
MYC,WDR77
MYC,WNT11
MYC,WNT16
MYC,WT1
MYC,XBP1
MYC,ZFP36L2
MYC,ZMAT1
MYC,ZMYM4-AS1
MYC,ZNF219
MYC,ZNF232
MYC,ZNF385A
MYC,ZNF414
MYC,ZNF467
MYC,ZNF558
MYC,ZNF768
MYC,ZNF837
MYC,ZWINT
MYOCD,ACOT6
MYOCD,ACP5
MYOCD,ACSS1
MYOCD,ADRA2A
MYOCD,AHCY
MYOCD,AIRN
MYOCD,AKR1B1
MYOCD,AKR7L
MYOCD,ALOX12
MYOCD,B4GALNT1
MYOCD,BMS1P17
MYOCD,BOLL
